Age,Salary,Joining Designation,Designation,Total Business Value,Quarterly Rating,retention_days,promoted,GenderBin,Education_Level_Bachelor,Education_Level_College,Education_Level_Master,attrition
36,57044,2,3,0,1,392.0,1,1,0,1,0,1
37,46345,3,3,0,1,144.0,0,0,1,0,0,1
31,81792,2,2,0,1,347.0,0,0,0,0,1,1
37,40035,1,1,0,1,780.0,0,0,0,1,0,1
45,49509,2,2,120150,1,143.0,0,1,0,1,0,1
41,14989,1,1,0,1,67.0,0,1,0,1,0,1
28,49533,3,3,0,1,34.0,0,0,0,0,1,1
25,12860,2,2,0,1,107.0,0,0,0,1,0,1
24,55551,1,1,0,1,263.0,0,1,0,0,1,1
38,77903,2,2,0,1,81.0,0,0,0,0,1,1
34,44359,2,2,0,1,446.0,0,0,0,1,0,1
32,64559,1,2,0,1,2224.0,1,0,0,0,1,1
31,19433,2,2,0,1,119.0,0,1,0,1,0,1
37,63587,2,2,0,2,175.0,0,1,1,0,0,1
42,17476,1,1,0,1,71.0,0,1,1,0,0,1
37,26206,2,2,0,1,171.0,0,1,0,1,0,1
36,35607,1,1,0,1,194.0,0,0,0,1,0,1
33,29584,2,2,0,1,108.0,0,1,0,1,0,1
26,24676,2,2,0,1,107.0,0,0,0,1,0,1
38,45269,1,1,0,1,213.0,0,0,0,1,0,1
28,55648,1,1,0,1,1410.0,0,0,0,0,1,1
28,49533,3,3,0,1,34.0,0,0,0,0,1,1
29,51303,1,1,0,1,306.0,0,0,0,0,1,1
34,55630,2,2,0,1,48.0,0,1,0,0,1,1
46,104473,2,4,0,1,2179.0,1,0,0,1,0,1
31,14113,1,1,0,1,240.0,0,0,0,1,0,1
30,80138,1,2,0,1,1122.0,1,1,0,0,1,1
49,82179,2,2,0,1,567.0,0,1,1,0,0,1
25,43753,1,2,0,1,810.0,1,0,0,0,1,1
26,23711,1,1,194000,1,201.0,0,0,1,0,0,1
31,68356,3,3,0,1,146.0,0,1,0,1,0,1
30,29575,1,1,0,1,465.0,0,0,0,0,1,1
34,54056,1,2,50000,1,622.0,1,0,0,0,1,1
32,31831,1,1,0,1,439.0,0,0,1,0,0,1
30,33246,2,2,0,1,177.0,0,1,1,0,0,1
29,101494,3,3,0,1,78.0,0,1,0,0,1,1
27,12456,1,1,0,1,239.0,0,1,0,1,0,1
43,64370,3,3,0,1,21.0,0,0,1,0,0,1
35,56702,2,2,0,1,86.0,0,0,1,0,0,1
44,55815,2,2,0,1,108.0,0,1,0,1,0,1
27,68957,1,1,0,1,25.0,0,1,0,0,1,1
28,59205,1,1,0,1,89.0,0,0,0,1,0,1
37,75133,3,3,0,1,78.0,0,0,0,1,0,1
26,38390,1,1,0,1,117.0,0,0,0,0,1,1
33,45609,1,1,365630,1,574.0,0,0,0,0,1,1
31,23537,1,1,0,1,602.0,0,0,1,0,0,1
43,38624,2,2,0,1,125.0,0,1,0,1,0,1
44,53355,1,2,400000,2,1596.0,1,0,0,1,0,1
33,99858,2,2,0,1,87.0,0,0,1,0,0,1
31,43053,1,1,0,1,170.0,0,0,1,0,0,1
32,45068,1,1,0,1,150.0,0,0,1,0,0,1
31,24429,1,1,0,2,396.0,0,1,1,0,0,1
28,56016,1,1,0,1,124.0,0,1,0,0,1,1
29,53928,1,1,350000,1,1414.0,0,0,1,0,0,1
32,38456,2,2,0,1,14.0,0,1,1,0,0,1
38,51680,2,2,1196360,4,683.0,0,1,0,0,1,1
33,45531,2,2,0,1,66.0,0,0,0,1,0,1
26,40318,1,1,0,1,116.0,0,0,0,0,1,1
30,25483,1,1,0,1,190.0,0,0,0,0,1,1
25,23745,1,1,0,1,361.0,0,0,1,0,0,1
26,31743,1,1,0,1,165.0,0,1,0,0,1,1
37,42339,2,2,0,1,421.0,0,1,1,0,0,1
41,19724,1,1,0,1,567.0,0,0,0,1,0,1
32,42565,2,2,0,1,376.0,0,1,1,0,0,1
29,62542,2,2,0,1,52.0,0,1,1,0,0,1
37,34849,2,2,0,1,125.0,0,0,0,1,0,1
29,61343,1,5,0,1,1922.0,1,1,0,1,0,1
31,22731,2,2,200000,1,120.0,0,0,0,1,0,1
31,46679,2,2,0,1,143.0,0,0,0,1,0,1
33,45609,1,1,365630,1,574.0,0,0,0,0,1,1
46,66707,3,3,0,1,185.0,0,0,1,0,0,1
35,75453,2,2,0,2,147.0,0,1,0,0,1,1
31,39660,2,2,0,1,80.0,0,0,0,1,0,1
31,34593,1,1,0,2,247.0,0,0,0,1,0,1
39,85693,1,3,0,1,893.0,1,1,0,1,0,1
31,43831,2,2,0,1,93.0,0,0,0,1,0,1
24,63577,1,1,0,2,160.0,0,0,1,0,0,1
30,37214,1,1,0,1,64.0,0,0,0,0,1,1
34,57624,2,2,0,1,382.0,0,1,0,0,1,1
31,28297,1,1,0,1,362.0,0,1,1,0,0,1
30,54971,2,2,0,1,30.0,0,0,0,0,1,1
32,58943,1,2,0,2,1102.0,1,1,1,0,0,1
33,49659,1,1,0,1,17.0,0,0,1,0,0,1
32,67667,2,2,0,1,65.0,0,0,0,1,0,1
32,43975,2,2,0,1,151.0,0,0,1,0,0,1
34,44359,2,2,0,1,446.0,0,0,0,1,0,1
25,63774,2,3,0,2,473.0,1,0,0,1,0,1
38,35793,1,1,0,1,287.0,0,0,0,0,1,1
36,59644,1,2,350000,3,926.0,1,1,0,0,1,1
31,49213,1,1,0,1,206.0,0,0,0,1,0,1
24,21234,1,1,0,1,52.0,0,1,0,0,1,1
27,49695,2,2,0,1,444.0,0,1,0,0,1,1
34,111621,3,3,0,1,2.0,0,0,0,0,1,1
45,42544,1,1,0,2,347.0,0,1,0,1,0,1
28,65958,1,2,0,4,470.0,1,0,0,1,0,1
27,125011,1,4,0,1,1465.0,1,1,0,1,0,1
34,38059,1,1,0,2,1407.0,0,0,0,1,0,1
27,78057,3,3,0,1,268.0,0,0,1,0,0,1
34,52191,1,1,0,1,862.0,0,0,0,1,0,1
35,38829,2,2,0,1,84.0,0,1,1,0,0,1
30,25483,1,1,0,1,190.0,0,0,0,0,1,1
34,52222,1,1,350000,1,240.0,0,1,0,0,1,1
38,79086,2,3,0,1,2203.0,1,1,1,0,0,1
46,115152,4,4,200000,1,185.0,0,0,0,0,1,1
29,64610,1,2,0,1,842.0,1,1,1,0,0,1
29,35983,2,2,0,1,148.0,0,1,0,1,0,1
32,61712,3,3,0,1,94.0,0,0,0,0,1,1
36,67498,2,2,72000,1,150.0,0,0,0,0,1,1
32,67667,2,2,0,1,65.0,0,0,0,1,0,1
45,56611,1,2,271680,2,1866.0,1,0,1,0,0,1
32,22680,1,1,0,1,164.0,0,1,0,0,1,1
36,46726,3,3,0,1,95.0,0,0,1,0,0,1
36,19649,1,1,0,1,163.0,0,0,0,0,1,1
32,74305,3,3,0,1,41.0,0,1,0,1,0,1
44,75001,3,3,0,2,186.0,0,0,1,0,0,1
33,100560,3,3,0,1,144.0,0,0,0,0,1,1
31,20245,2,2,0,1,171.0,0,0,1,0,0,1
26,24676,2,2,0,1,107.0,0,0,0,1,0,1
44,139882,3,5,0,1,2282.0,1,0,0,0,1,1
37,45278,1,1,0,1,24.0,0,0,1,0,0,1
30,23299,1,1,0,2,248.0,0,0,0,0,1,1
42,94965,1,2,0,1,1052.0,1,0,1,0,0,1
31,31547,1,2,0,2,364.0,1,0,0,1,0,1
29,53928,1,1,350000,1,1414.0,0,0,1,0,0,1
42,45183,2,2,0,1,148.0,0,0,1,0,0,1
38,116218,2,4,406410,1,185.0,1,0,1,0,0,1
25,58571,1,1,0,1,608.0,0,0,0,1,0,1
38,39990,2,2,0,1,196.0,0,0,1,0,0,1
31,17648,1,1,0,1,68.0,0,0,1,0,0,1
31,55276,2,2,0,1,115.0,0,1,0,1,0,1
38,130277,3,3,0,1,181.0,0,1,1,0,0,1
25,30136,1,1,0,1,30.0,0,0,0,1,0,1
35,83242,2,2,0,1,165.0,0,0,0,0,1,1
31,30212,1,1,150290,2,209.0,0,1,0,1,0,1
34,86291,2,2,0,1,110.0,0,1,0,0,1,1
43,42714,1,1,0,1,293.0,0,0,1,0,0,1
33,67113,2,2,-110080,1,78.0,0,0,0,0,1,1
32,40198,2,2,0,1,215.0,0,1,1,0,0,1
29,57339,2,2,0,1,107.0,0,1,0,1,0,1
38,50048,1,1,0,1,15.0,0,1,0,1,0,1
32,46860,2,2,0,1,46.0,0,0,0,1,0,1
45,62298,2,2,0,1,512.0,0,1,0,1,0,1
37,89013,3,3,0,1,112.0,0,1,1,0,0,1
35,59216,2,2,0,1,153.0,0,1,0,0,1,1
40,126416,3,3,0,2,198.0,0,0,0,1,0,1
30,28890,3,3,0,1,50.0,0,0,1,0,0,1
34,53123,3,3,-484900,1,63.0,0,1,0,1,0,1
38,33721,1,1,197200,1,101.0,0,1,1,0,0,1
25,51796,1,1,0,1,116.0,0,1,0,0,1,1
32,62748,2,2,0,1,23.0,0,0,0,0,1,1
31,49471,2,3,0,1,1874.0,1,0,0,1,0,1
32,52035,1,2,0,1,658.0,1,0,0,1,0,1
34,50372,1,1,0,1,83.0,0,0,0,1,0,1
25,64168,2,2,0,1,141.0,0,0,0,0,1,1
32,48639,2,2,0,1,53.0,0,1,0,0,1,1
39,86336,3,3,0,1,247.0,0,0,0,1,0,1
33,26592,1,1,0,1,327.0,0,0,0,0,1,1
35,38829,2,2,0,1,84.0,0,1,1,0,0,1
36,76336,3,3,0,1,89.0,0,0,1,0,0,1
43,65603,2,2,0,1,115.0,0,0,0,0,1,1
30,70570,1,2,0,1,732.0,1,1,0,0,1,1
33,29442,2,2,0,1,51.0,0,0,1,0,0,1
29,82260,2,2,0,1,404.0,0,0,1,0,0,1
46,18512,1,1,0,2,1281.0,0,0,0,1,0,1
34,29359,1,1,0,1,197.0,0,0,0,1,0,1
37,39750,1,1,0,1,203.0,0,0,1,0,0,1
31,68151,1,2,0,1,483.0,1,1,0,1,0,1
28,24862,2,2,0,1,167.0,0,1,1,0,0,1
36,100893,3,3,0,1,146.0,0,1,1,0,0,1
30,68341,1,1,0,1,951.0,0,0,0,0,1,1
39,58347,2,2,0,1,103.0,0,1,1,0,0,1
31,66074,2,2,0,1,199.0,0,0,0,1,0,1
36,45071,2,2,0,1,21.0,0,0,1,0,0,1
25,62431,1,1,0,1,188.0,0,1,1,0,0,1
23,17687,1,1,0,1,13.0,0,1,1,0,0,1
38,77903,2,2,0,1,81.0,0,0,0,0,1,1
27,16676,1,1,0,1,484.0,0,0,0,1,0,1
40,31674,1,2,0,2,1492.0,1,1,0,1,0,1
30,43578,2,2,0,1,539.0,0,1,0,1,0,1
30,47565,1,1,340380,2,804.0,0,0,0,1,0,1
25,65507,2,2,0,1,77.0,0,0,0,1,0,1
39,149354,5,5,0,1,1321.0,0,0,0,0,1,1
38,23545,1,1,0,1,73.0,0,0,0,0,1,1
38,27432,1,1,0,1,216.0,0,1,0,0,1,1
35,45193,2,2,0,1,25.0,0,1,1,0,0,1
29,62689,3,3,0,1,30.0,0,1,0,1,0,1
37,34619,1,1,0,1,349.0,0,1,0,0,1,1
27,55344,2,2,0,1,56.0,0,0,0,1,0,1
40,70144,2,2,255540,1,150.0,0,0,0,1,0,1
31,38990,2,2,0,1,383.0,0,0,1,0,0,1
38,41446,1,1,0,1,139.0,0,0,0,0,1,1
25,56760,1,1,0,1,780.0,0,0,0,0,1,1
33,45207,1,1,0,1,173.0,0,0,0,0,1,1
28,56016,1,1,0,1,124.0,0,1,0,0,1,1
35,59936,2,2,246840,1,410.0,0,0,1,0,0,1
34,104966,3,3,0,1,287.0,0,0,0,1,0,1
39,72499,3,3,-302520,1,171.0,0,0,0,1,0,1
36,100064,3,3,0,1,62.0,0,0,1,0,0,1
36,30310,1,1,0,1,526.0,0,1,1,0,0,1
29,69939,3,3,0,1,153.0,0,0,1,0,0,1
33,50306,2,2,0,1,125.0,0,0,0,1,0,1
39,50281,3,3,0,1,99.0,0,0,0,1,0,1
37,106171,1,4,0,1,502.0,1,1,0,1,0,1
31,44069,1,1,0,1,165.0,0,1,1,0,0,1
30,57581,1,1,0,1,461.0,0,0,0,0,1,1
34,38409,2,2,-582010,1,580.0,0,0,0,0,1,1
41,59902,3,3,0,1,112.0,0,0,0,1,0,1
43,55112,1,2,145510,1,1342.0,1,1,1,0,0,1
32,33681,1,1,0,1,936.0,0,1,0,0,1,1
27,81944,1,1,0,1,211.0,0,1,0,0,1,1
35,61569,1,1,304650,1,100.0,0,1,0,0,1,1
28,41705,1,1,0,1,319.0,0,0,0,1,0,1
38,31340,1,1,0,1,77.0,0,0,0,0,1,1
27,23149,2,2,0,1,118.0,0,0,0,1,0,1
46,50326,2,2,0,1,77.0,0,0,1,0,0,1
35,39823,1,1,0,1,150.0,0,0,0,0,1,1
37,44999,1,2,150220,2,1814.0,1,0,1,0,0,1
31,49471,2,3,0,1,1874.0,1,0,0,1,0,1
29,57476,3,3,308360,1,98.0,0,1,1,0,0,1
30,51600,2,2,0,1,96.0,0,0,0,1,0,1
35,114637,3,3,0,1,38.0,0,1,1,0,0,1
31,33134,1,1,149760,1,840.0,0,1,0,0,1,1
31,57107,1,1,0,1,78.0,0,1,1,0,0,1
28,41463,1,1,0,1,230.0,0,1,1,0,0,1
24,26563,1,1,0,1,105.0,0,0,1,0,0,1
29,50022,2,2,0,1,137.0,0,0,0,0,1,1
44,88204,4,4,0,1,81.0,0,0,0,0,1,1
33,45531,2,2,0,1,66.0,0,0,0,1,0,1
25,59108,2,2,0,1,221.0,0,0,0,1,0,1
32,22680,1,1,0,1,164.0,0,1,0,0,1,1
42,58577,2,2,0,2,360.0,0,0,0,1,0,1
41,100150,3,3,0,1,204.0,0,1,1,0,0,1
37,35189,3,3,0,1,11.0,0,0,0,1,0,1
33,39422,2,2,0,1,80.0,0,0,1,0,0,1
27,21792,1,1,0,1,131.0,0,1,0,0,1,1
31,74051,1,2,100160,1,1585.0,1,0,1,0,0,1
27,118363,2,3,1168380,2,509.0,1,0,1,0,0,1
27,39471,1,1,0,1,116.0,0,1,1,0,0,1
38,49443,3,3,0,1,135.0,0,1,1,0,0,1
23,35943,1,1,0,1,75.0,0,0,1,0,0,1
38,83350,3,3,0,1,64.0,0,0,0,1,0,1
34,30959,1,1,0,1,84.0,0,0,0,1,0,1
28,43647,2,2,0,1,52.0,0,1,0,0,1,1
27,29520,1,1,0,1,71.0,0,0,1,0,0,1
25,61502,1,1,0,1,206.0,0,1,1,0,0,1
34,46083,2,2,0,1,50.0,0,0,0,0,1,1
25,55804,2,2,0,1,76.0,0,0,0,1,0,1
40,57225,2,2,0,1,268.0,0,1,0,0,1,1
32,47678,1,1,0,1,112.0,0,0,1,0,0,1
27,29520,1,1,0,1,71.0,0,0,1,0,0,1
40,130781,3,3,0,1,90.0,0,0,0,0,1,1
21,25172,1,1,0,1,74.0,0,0,0,1,0,1
28,54527,2,2,0,1,44.0,0,0,0,0,1,1
32,49122,1,1,0,1,71.0,0,0,1,0,0,1
24,33901,1,1,0,1,50.0,0,0,0,1,0,1
30,65156,2,2,0,1,180.0,0,0,1,0,0,1
30,72989,3,3,0,1,61.0,0,1,1,0,0,1
46,22019,2,2,0,2,185.0,0,0,1,0,0,1
38,33721,1,1,197200,1,101.0,0,1,1,0,0,1
31,29106,1,1,0,1,498.0,0,0,0,0,1,1
35,94519,2,2,0,1,92.0,0,0,1,0,0,1
35,40926,2,2,0,1,117.0,0,0,0,1,0,1
36,47992,1,1,0,1,204.0,0,0,1,0,0,1
38,22245,3,3,400000,2,81.0,0,0,1,0,0,1
34,30851,2,2,0,1,147.0,0,1,1,0,0,1
30,37992,1,1,156720,1,141.0,0,0,1,0,0,1
44,49049,2,2,0,1,327.0,0,0,0,1,0,1
31,39164,2,2,0,1,118.0,0,1,1,0,0,1
31,31124,1,1,0,1,74.0,0,0,0,0,1,1
34,66225,2,2,0,1,310.0,0,0,1,0,0,1
33,72503,2,2,0,1,31.0,0,1,0,0,1,1
39,61613,3,3,0,2,228.0,0,0,0,1,0,1
42,47160,1,1,-296040,1,100.0,0,1,0,1,0,1
31,57107,1,1,0,1,78.0,0,1,1,0,0,1
40,59097,2,2,0,1,85.0,0,0,1,0,0,1
33,100560,3,3,0,1,144.0,0,0,0,0,1,1
32,61069,2,2,518370,2,271.0,0,0,0,1,0,1
29,69939,3,3,0,1,153.0,0,0,1,0,0,1
38,107539,2,3,0,1,2142.0,1,1,1,0,0,1
29,53058,1,2,0,1,682.0,1,0,0,0,1,1
35,65040,1,1,0,1,260.0,0,1,0,1,0,1
29,42317,1,1,0,2,344.0,0,0,1,0,0,1
31,18469,1,1,0,1,77.0,0,1,1,0,0,1
31,18469,1,1,0,1,77.0,0,1,1,0,0,1
22,12987,1,1,0,1,123.0,0,1,0,1,0,1
28,14820,1,1,0,1,117.0,0,1,0,1,0,1
28,35090,1,1,0,1,195.0,0,0,1,0,0,1
37,53793,2,3,162120,1,2583.0,1,1,1,0,0,1
31,13051,1,1,0,1,3.0,0,0,0,1,0,1
27,56814,2,2,0,1,56.0,0,0,0,1,0,1
35,62637,2,2,0,1,204.0,0,1,0,0,1,1
25,74589,1,3,0,1,1446.0,1,1,0,1,0,1
31,70088,1,1,0,1,113.0,0,0,0,0,1,1
29,13222,1,1,0,1,32.0,0,1,0,1,0,1
37,67317,1,2,0,1,1038.0,1,0,1,0,0,1
36,22719,1,1,0,1,78.0,0,1,0,0,1,1
34,73561,2,4,500000,1,1556.0,1,1,1,0,0,1
35,87438,2,2,0,2,658.0,0,1,0,0,1,1
22,11068,1,1,0,1,449.0,0,0,0,1,0,1
35,53643,1,1,0,1,1517.0,0,0,0,0,1,1
37,82503,3,3,0,1,366.0,0,0,0,0,1,1
38,22245,3,3,400000,2,81.0,0,0,1,0,0,1
44,45796,1,1,0,1,225.0,0,1,1,0,0,1
25,30136,1,1,0,1,30.0,0,0,0,1,0,1
27,39731,1,1,0,1,44.0,0,0,0,0,1,1
44,43720,2,2,0,1,271.0,0,0,1,0,0,1
38,37900,2,2,0,1,256.0,0,0,0,0,1,1
36,83455,3,3,0,1,214.0,0,0,0,0,1,1
38,62853,1,1,0,1,434.0,0,1,0,0,1,1
31,69457,3,3,0,1,59.0,0,0,1,0,0,1
27,29660,2,2,0,1,78.0,0,1,0,1,0,1
28,65813,2,2,0,1,93.0,0,1,1,0,0,1
31,31547,1,2,0,2,364.0,1,0,0,1,0,1
25,60391,1,1,0,1,185.0,0,0,0,0,1,1
31,52209,2,2,0,1,123.0,0,0,0,0,1,1
42,64128,1,2,0,1,993.0,1,0,1,0,0,1
33,74620,2,2,0,1,417.0,0,0,1,0,0,1
33,35939,1,1,0,1,172.0,0,1,0,1,0,1
39,56808,1,2,151310,1,1835.0,1,0,0,0,1,1
28,45330,1,1,0,1,293.0,0,0,0,0,1,1
30,54074,2,2,0,1,95.0,0,0,0,1,0,1
41,57245,2,2,0,1,139.0,0,1,0,1,0,1
32,48639,2,2,0,1,53.0,0,1,0,0,1,1
39,17493,1,1,0,1,246.0,0,1,1,0,0,1
40,64781,2,2,0,2,174.0,0,1,1,0,0,1
23,71138,2,2,0,1,53.0,0,0,0,0,1,1
31,130429,3,3,150000,1,90.0,0,0,1,0,0,1
28,52711,2,2,0,1,143.0,0,1,0,1,0,1
27,32574,1,1,0,1,155.0,0,1,1,0,0,1
35,18378,1,1,0,1,86.0,0,0,1,0,0,1
22,36116,2,2,0,1,22.0,0,0,0,1,0,1
27,62396,3,3,0,1,126.0,0,0,1,0,0,1
34,68037,1,2,0,1,1462.0,1,1,1,0,0,1
28,24862,2,2,0,1,167.0,0,1,1,0,0,1
40,52682,2,2,0,1,332.0,0,0,1,0,0,1
44,43720,2,2,0,1,271.0,0,0,1,0,0,1
42,58577,2,2,0,2,360.0,0,0,0,1,0,1
34,39612,2,2,0,1,33.0,0,0,0,0,1,1
29,66483,2,2,0,1,251.0,0,0,0,1,0,1
27,79461,3,3,0,1,107.0,0,1,0,1,0,1
35,44784,2,2,0,1,281.0,0,1,0,1,0,1
37,63587,2,2,0,2,175.0,0,1,1,0,0,1
34,59930,2,2,0,1,1281.0,0,1,0,0,1,1
28,65958,1,2,0,4,470.0,1,0,0,1,0,1
39,105400,3,3,0,1,19.0,0,0,0,0,1,1
25,23745,1,1,0,1,361.0,0,0,1,0,0,1
46,77647,3,3,0,1,731.0,0,0,1,0,0,1
48,71072,2,3,0,1,1441.0,1,1,1,0,0,1
33,99858,2,2,0,1,87.0,0,0,1,0,0,1
30,54074,2,2,0,1,95.0,0,0,0,1,0,1
42,76806,1,3,120030,1,1828.0,1,0,0,0,1,1
35,26928,1,1,0,1,345.0,0,1,0,1,0,1
30,74402,3,3,-141140,1,142.0,0,1,1,0,0,1
31,43831,2,2,0,1,93.0,0,0,0,1,0,1
33,40531,2,2,0,1,58.0,0,0,0,1,0,1
44,67140,1,1,142320,1,181.0,0,1,1,0,0,1
31,25510,1,1,0,1,108.0,0,0,0,1,0,1
28,49031,1,1,0,1,995.0,0,0,1,0,0,1
39,11889,1,1,0,1,250.0,0,0,0,1,0,1
39,27294,2,2,0,1,109.0,0,1,0,1,0,1
35,99515,3,3,0,3,209.0,0,0,0,0,1,1
24,20170,1,1,0,1,134.0,0,0,1,0,0,1
28,51433,2,2,0,1,91.0,0,0,1,0,0,1
28,77197,2,2,0,1,245.0,0,1,1,0,0,1
35,75467,3,3,0,1,397.0,0,0,1,0,0,1
31,20983,1,1,0,1,184.0,0,1,1,0,0,1
27,31631,1,1,0,1,113.0,0,1,1,0,0,1
27,58259,2,2,0,1,110.0,0,0,0,1,0,1
35,98821,2,4,291210,1,2540.0,1,0,1,0,0,1
38,45163,2,2,29500,1,629.0,0,0,0,1,0,1
29,37995,2,2,0,1,50.0,0,0,1,0,0,1
38,78135,2,2,0,1,259.0,0,1,1,0,0,1
33,90734,3,3,0,2,161.0,0,0,1,0,0,1
30,28890,3,3,0,1,50.0,0,0,1,0,0,1
34,26047,2,2,0,1,167.0,0,0,0,1,0,1
31,55419,2,2,0,1,310.0,0,0,0,0,1,1
40,26796,1,1,0,1,162.0,0,0,0,0,1,1
30,52196,1,1,0,1,284.0,0,0,0,0,1,1
42,38105,1,1,351000,2,495.0,0,0,1,0,0,1
27,54026,2,2,0,1,59.0,0,0,0,0,1,1
36,48059,3,3,0,1,123.0,0,1,0,0,1,1
35,81352,3,3,0,1,327.0,0,0,0,0,1,1
53,56188,1,3,344330,2,1468.0,1,1,1,0,0,1
26,41167,1,1,0,1,55.0,0,0,1,0,0,1
33,74903,3,3,0,1,78.0,0,1,0,0,1,1
27,32574,1,1,0,1,155.0,0,1,1,0,0,1
35,45193,2,2,0,1,25.0,0,1,1,0,0,1
29,58812,2,2,0,1,115.0,0,1,0,1,0,1
38,37709,2,2,0,1,196.0,0,1,0,1,0,1
41,39560,1,1,0,1,304.0,0,1,1,0,0,1
33,58131,3,3,0,1,122.0,0,0,1,0,0,1
34,40948,2,2,250010,1,1183.0,0,0,0,0,1,1
30,31655,3,3,150230,1,49.0,0,0,1,0,0,1
30,31655,3,3,150230,1,49.0,0,0,1,0,0,1
37,47696,2,2,304590,1,153.0,0,1,0,1,0,1
29,66483,2,2,0,1,251.0,0,0,0,1,0,1
32,44160,2,2,0,1,104.0,0,1,1,0,0,1
32,19037,1,1,0,1,212.0,0,0,1,0,0,1
28,42507,1,2,0,1,421.0,1,0,0,0,1,1
36,72219,2,2,0,1,424.0,0,1,1,0,0,1
34,61913,3,3,0,1,75.0,0,1,0,1,0,1
26,17253,1,1,0,1,92.0,0,0,0,1,0,1
35,77535,3,3,0,1,0.0,0,0,0,1,0,1
31,74051,1,2,100160,1,1585.0,1,0,1,0,0,1
40,37346,1,2,0,1,516.0,1,0,0,0,1,1
33,29408,2,2,0,1,110.0,0,0,0,1,0,1
41,100150,3,3,0,1,204.0,0,1,1,0,0,1
35,23182,1,1,0,1,57.0,0,1,0,0,1,1
30,13605,1,1,0,1,102.0,0,1,0,1,0,1
31,58588,2,2,0,1,165.0,0,0,0,1,0,1
24,40996,2,2,0,1,132.0,0,0,1,0,0,1
41,123390,1,5,0,1,2096.0,1,1,0,0,1,1
42,52588,1,1,0,2,696.0,0,1,0,0,1,1
26,68294,1,1,181800,1,601.0,0,1,0,0,1,1
33,73087,1,2,0,2,546.0,1,0,0,1,0,1
36,32523,2,2,0,1,55.0,0,0,0,1,0,1
37,47009,1,1,0,1,91.0,0,1,0,1,0,1
42,30999,1,1,0,1,234.0,0,1,0,1,0,1
36,22719,1,1,0,1,78.0,0,1,0,0,1,1
38,69776,2,2,-478080,1,215.0,0,1,0,0,1,1
26,77477,3,3,0,1,203.0,0,0,0,0,1,1
45,53385,1,1,0,1,1376.0,0,0,0,0,1,1
36,109652,2,3,0,3,1921.0,1,0,0,0,1,1
31,59650,2,2,0,1,115.0,0,0,1,0,0,1
33,40531,2,2,0,1,58.0,0,0,0,1,0,1
28,62909,2,2,0,1,150.0,0,1,0,0,1,1
34,38619,2,2,0,1,106.0,0,0,0,1,0,1
24,15327,1,1,0,1,7.0,0,1,0,1,0,1
26,52364,2,2,207420,1,316.0,0,1,1,0,0,1
29,17481,1,1,0,1,183.0,0,1,1,0,0,1
39,116077,2,4,2148800,3,2042.0,1,1,0,1,0,1
32,92847,2,3,0,1,1054.0,1,0,0,1,0,1
31,31657,1,1,0,1,116.0,0,0,0,0,1,1
35,67219,3,3,0,1,131.0,0,0,0,0,1,1
30,47211,1,1,0,1,90.0,0,0,1,0,0,1
24,17676,1,1,0,1,170.0,0,0,1,0,0,1
46,48111,2,2,0,1,500.0,0,1,0,1,0,1
34,23185,1,1,0,1,182.0,0,0,0,0,1,1
27,29043,1,1,0,4,591.0,0,0,0,0,1,1
37,90851,3,3,0,1,47.0,0,1,0,0,1,1
27,140833,1,4,0,1,1484.0,1,0,0,0,1,1
32,51850,2,2,0,1,31.0,0,0,1,0,0,1
30,56035,1,2,0,1,862.0,1,1,1,0,0,1
43,76562,2,3,0,2,416.0,1,0,0,0,1,1
33,46734,3,3,0,1,109.0,0,0,1,0,0,1
33,26160,1,1,258240,2,478.0,0,1,1,0,0,1
37,28216,1,1,241810,2,1117.0,0,1,1,0,0,1
32,58943,1,2,0,2,1102.0,1,1,1,0,0,1
32,59928,1,1,0,1,63.0,0,1,0,0,1,1
31,61218,1,1,0,3,321.0,0,0,0,0,1,1
33,58203,1,1,0,1,291.0,0,1,0,0,1,1
34,68037,1,2,0,1,1462.0,1,1,1,0,0,1
26,38809,1,1,0,1,122.0,0,0,1,0,0,1
35,38829,2,2,0,1,84.0,0,1,1,0,0,1
34,41298,3,3,0,1,208.0,0,1,1,0,0,1
28,70740,1,2,0,1,419.0,1,0,0,1,0,1
35,99515,3,3,0,3,209.0,0,0,0,0,1,1
23,47072,1,1,0,1,123.0,0,0,0,1,0,1
25,15822,1,1,-150530,1,148.0,0,0,0,1,0,1
33,73122,3,3,-291920,1,81.0,0,0,0,1,0,1
36,46726,3,3,0,1,95.0,0,0,1,0,0,1
37,57083,2,2,0,1,22.0,0,1,1,0,0,1
43,54103,3,3,0,1,252.0,0,0,0,0,1,1
29,61879,1,1,0,2,870.0,0,1,0,0,1,1
33,39422,2,2,0,1,80.0,0,0,1,0,0,1
34,73561,2,4,500000,1,1556.0,1,1,1,0,0,1
34,65053,2,2,0,1,384.0,0,0,0,0,1,1
31,46001,2,2,0,1,770.0,0,0,0,0,1,1
37,64254,1,2,0,1,380.0,1,0,0,0,1,1
46,19072,1,1,0,1,539.0,0,1,1,0,0,1
34,45180,3,3,0,1,89.0,0,0,0,1,0,1
37,75541,2,2,0,1,137.0,0,0,1,0,0,1
41,65464,3,3,0,1,245.0,0,1,0,1,0,1
38,78135,2,2,0,1,259.0,0,1,1,0,0,1
39,41504,2,2,0,1,97.0,0,1,1,0,0,1
